1, 724, 0.0
1, 586, 0.00095367431640625
1, 548, 0.0
1, 11, 0.0011920928955078125
1, 559, 0.0
1, 235, 0.0
1, 255, 0.0
1, 723, 0.0
1, 257, 0.0
1, 97, 0.0
1, 135, 0.0
1, 748, 0.0
1, 715, 0.0
1, 7, 0.0
1, 767, 0.00095367431640625
1, 517, 0.0
1, 203, 0.0
1, 846, 0.0
1, 539, 0.0
1, 66, 0.0
1, 908, 0.0
1, 132, 0.0011920928955078125
1, 960, 0.00095367431640625
1, 794, 0.0
1, 165, 0.0
1, 556, 0.0
1, 850, 0.0
1, 440, 0.0
1, 149, 0.0
1, 99, 0.0
1, 961, 0.0
1, 848, 0.0
1, 591, 0.0
1, 567, 0.0
1, 222, 0.0
1, 894, 0.0
1, 46, 0.0
1, 455, 0.0
1, 249, 0.0
1, 598, 0.0
1, 895, 0.00095367431640625
1, 404, 0.0
1, 467, 0.0
1, 219, 0.0
1, 48, 0.0
1, 391, 0.0
1, 557, 0.0
1, 836, 0.0
1, 375, 0.0
1, 417, 0.0
1, 202, 0.0
1, 513, 0.0
1, 289, 0.0
1, 480, 0.0
1, 818, 0.0
1, 449, 0.0
1, 843, 0.0
1, 217, 0.0
1, 724, 0.0
1, 997, 0.0
1, 677, 0.0
1, 482, 0.0
1, 503, 0.0011920928955078125
1, 460, 0.0
1, 586, 0.0
1, 501, 0.0
1, 685, 0.0
1, 423, 0.0
1, 629, 0.0
1, 448, 0.0
1, 915, 0.0
1, 162, 0.00095367431640625
1, 980, 0.0
1, 839, 0.0
1, 304, 0.0011920928955078125
1, 519, 0.0
1, 462, 0.0
1, 113, 0.0
1, 718, 0.0
1, 435, 0.0
1, 680, 0.0
1, 205, 0.0
1, 576, 0.0
1, 391, 0.0
1, 742, 0.0
1, 334, 0.0011920928955078125
1, 485, 0.0
1, 967, 0.0
1, 562, 0.0
1, 609, 0.0
1, 213, 0.0
1, 648, 0.0
1, 825, 0.0
1, 286, 0.0011920928955078125
1, 720, 0.0
1, 969, 0.0
1, 92, 0.0
1, 398, 0.00095367431640625
1, 343, 0.0
1, 661, 0.0
2, 644, 0.0030994415283203125
2, 903, 0.0016689300537109375
2, 905, 0.0011920928955078125
2, 900, 0.0011920928955078125
2, 986, 0.00095367431640625
2, 439, 0.0011920928955078125
2, 731, 0.00095367431640625
2, 855, 0.00095367431640625
2, 984, 0.00095367431640625
2, 147, 0.00095367431640625
2, 492, 0.00095367431640625
2, 504, 0.0
2, 882, 0.0
2, 954, 0.0
2, 917, 0.00095367431640625
2, 895, 0.0
2, 457, 0.00095367431640625
2, 307, 0.00095367431640625
2, 878, 0.00095367431640625
2, 882, 0.0
2, 573, 0.00095367431640625
2, 786, 0.0011920928955078125
2, 254, 0.0011920928955078125
2, 984, 0.00095367431640625
2, 146, 0.00095367431640625
2, 541, 0.0011920928955078125
2, 168, 0.0011920928955078125
2, 955, 0.00095367431640625
2, 448, 0.0
2, 799, 0.0
2, 706, 0.00095367431640625
2, 756, 0.0
2, 889, 0.00095367431640625
2, 943, 0.00095367431640625
2, 402, 0.0007152557373046875
2, 844, 0.00095367431640625
2, 136, 0.0011920928955078125
2, 808, 0.0
2, 804, 0.0007152557373046875
2, 851, 0.00095367431640625
2, 744, 0.0
2, 557, 0.00095367431640625
2, 487, 0.00095367431640625
2, 773, 0.00095367431640625
2, 766, 0.0
2, 951, 0.0011920928955078125
2, 870, 0.00095367431640625
2, 388, 0.0
2, 571, 0.00095367431640625
2, 698, 0.0011920928955078125
2, 689, 0.0
2, 463, 0.00095367431640625
2, 998, 0.00095367431640625
2, 683, 0.0
2, 413, 0.0007152557373046875
2, 783, 0.00095367431640625
2, 711, 0.0
2, 946, 0.00095367431640625
2, 772, 0.0011920928955078125
2, 516, 0.0011920928955078125
2, 776, 0.00095367431640625
2, 962, 0.0
2, 659, 0.00095367431640625
2, 654, 0.0011920928955078125
2, 932, 0.0011920928955078125
2, 248, 0.0
2, 400, 0.00095367431640625
2, 951, 0.00095367431640625
2, 186, 0.0011920928955078125
2, 964, 0.0
2, 843, 0.00095367431640625
2, 981, 0.00095367431640625
2, 866, 0.0
2, 709, 0.0011920928955078125
2, 625, 0.00095367431640625
2, 809, 0.0
2, 680, 0.00095367431640625
2, 153, 0.0011920928955078125
2, 598, 0.00095367431640625
2, 592, 0.0
2, 694, 0.00095367431640625
2, 681, 0.0
2, 650, 0.00095367431640625
2, 970, 0.0
2, 666, 0.00095367431640625
2, 367, 0.0011920928955078125
